,objectid,wellwidth,welllength,pareawidth,lowwell,latitude,longitude,genus
22150,22151,1.0,1.0,0.0,High,37.80505999961946,-122.27301999967312,morus
22151,22152,2.0,2.0,0.0,Low,37.80505999961946,-122.27301999967312,fraxinus
22152,22153,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,liquidambar
22153,22154,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,magnolia
22154,22155,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,eucalyptus
22155,22156,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,magnolia
22156,22157,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,acer
22157,22158,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,lagerstroemia
22158,22159,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,shrub
22159,22160,2.0,2.0,0.0,Low,37.80505999961946,-122.27301999967312,pyrus
22160,22161,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,pyrus
22161,22162,4.0,6.0,0.0,Moderate,37.80505999961946,-122.27301999967312,pistacia
22162,22163,4.0,6.0,0.0,Low,37.80505999961946,-122.27301999967312,jacaranda
22163,22164,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,platanus
22164,22165,5.0,4.0,0.0,Low,37.80505999961946,-122.27301999967312,melaleuca
22165,22166,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,fraxinus
22166,22167,3.0,4.0,0.0,Moderate,37.80505999961946,-122.27301999967312,lagerstroemia
22167,22168,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,cinnamomum
22168,22169,4.0,9.0,0.0,Moderate,37.80505999961946,-122.27301999967312,liquidambar
22169,22170,4.0,5.0,0.0,None,37.80505999961946,-122.27301999967312,pyrus
22170,22171,3.0,2.0,0.0,Low,37.80505999961946,-122.27301999967312,fraxinus
22171,22172,3.0,6.0,0.0,Low,37.80505999961946,-122.27301999967312,platanus
22172,22173,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,morus
22173,22174,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,celtis
22174,22175,0.0,0.0,8.0,None,37.80505999961946,-122.27301999967312,pyrus
22175,22176,2.0,2.0,0.0,Low,37.80505999961946,-122.27301999967312,shrub
22176,22177,3.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,fraxinus
22177,22178,2.0,4.0,0.0,Low,37.80505999961946,-122.27301999967312,lagerstroemia
22178,22179,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,shrub
22179,22180,4.0,4.0,0.0,High,37.80505999961946,-122.27301999967312,platanus
22180,22181,4.0,3.0,0.0,High,37.80505999961946,-122.27301999967312,betula
22181,22182,3.0,3.0,0.0,Moderate,37.80505999961946,-122.27301999967312,pyrus
22182,22183,4.0,4.0,0.0,High,37.80505999961946,-122.27301999967312,magnolia
22183,22184,3.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,cupressus
22184,22185,3.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,morus
22185,22186,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,ficus
22186,22187,4.0,6.0,0.0,Low,37.80505999961946,-122.27301999967312,pyrus
22187,22188,4.0,6.0,0.0,Low,37.80505999961946,-122.27301999967312,pyrus
22188,22189,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,lagerstroemia
22189,22190,0.0,0.0,10.0,None,37.80505999961946,-122.27301999967312,populus
22190,22191,3.0,5.0,0.0,Low,37.80505999961946,-122.27301999967312,pyrus
22191,22192,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,persea
22192,22193,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,cordyline
22193,22194,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,acer
22194,22195,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,pyrus
22195,22196,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,washingtonia
22196,22197,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,washingtonia
22197,22198,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,pistacia
22198,22199,2.0,2.0,0.0,Low,37.80505999961946,-122.27301999967312,pyrus
22199,22200,3.0,4.0,0.0,None,37.80505999961946,-122.27301999967312,lagerstroemia
22200,22201,1.0,1.0,0.0,Moderate,37.80505999961946,-122.27301999967312,liquidambar
22201,22202,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,magnolia
22202,22203,4.0,4.0,0.0,High,37.80505999961946,-122.27301999967312,pyrus
22203,22204,1.0,1.0,0.0,Low,37.80505999961946,-122.27301999967312,metrosideros
22204,22205,3.0,3.0,0.0,High,37.80505999961946,-122.27301999967312,magnolia
22205,22206,3.0,3.0,0.0,Low,37.80505999961946,-122.27301999967312,magnolia
22206,22207,6.0,6.0,0.0,None,37.80505999961946,-122.27301999967312,pyrus
22207,22208,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,platanus
22208,22209,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,jacaranda
22209,22210,3.0,2.0,0.0,Low,37.80505999961946,-122.27301999967312,liquidambar
22210,22211,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,NaN
22211,22212,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,washingtonia
22212,22213,4.0,5.0,0.0,Moderate,37.80505999961946,-122.27301999967312,ligustrum
22213,22214,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,pyrus
22214,22215,3.0,6.0,0.0,None,37.80505999961946,-122.27301999967312,pyrus
22215,22216,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,pyrus
22216,22217,3.0,4.0,0.0,Low,37.80505999961946,-122.27301999967312,pyrus
22217,22218,0.0,0.0,12.0,None,37.80505999961946,-122.27301999967312,sequoia
22218,22219,4.0,6.0,0.0,None,37.80505999961946,-122.27301999967312,liquidambar
22219,22220,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,jacaranda
22220,22221,2.0,2.0,0.0,Low,37.80505999961946,-122.27301999967312,eucalyptus
22221,22222,4.0,4.0,0.0,Low,37.80505999961946,-122.27301999967312,magnolia
22222,22223,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,fraxinus
22223,22224,3.0,3.0,0.0,Low,37.80505999961946,-122.27301999967312,pyrus
22224,22225,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,liquidambar
22225,22226,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,platanus
22226,22227,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,liquidambar
22227,22228,4.0,6.0,0.0,Low,37.80505999961946,-122.27301999967312,jacaranda
22228,22229,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,platanus
22229,22230,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,platanus
22230,22231,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,cordyline
22231,22232,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,liquidambar
22232,22233,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,pistacia
22233,22234,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,malus
22234,22235,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,magnolia
22235,22236,4.0,4.0,0.0,None,37.80505999961946,-122.27301999967312,nerium
22236,22237,4.0,4.0,0.0,Moderate,37.80505999961946,-122.27301999967312,nerium
22237,22238,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,pyrus
22238,22239,4.0,4.0,0.0,High,37.80505999961946,-122.27301999967312,platanus
22239,22240,3.0,6.0,0.0,Low,37.80505999961946,-122.27301999967312,platanus
22240,22241,5.0,9.0,0.0,Low,37.80505999961946,-122.27301999967312,platanus
22241,22242,2.0,3.0,0.0,Moderate,37.80505999961946,-122.27301999967312,shrub
22242,22243,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,nerium
22243,22244,2.0,4.0,0.0,Low,37.80505999961946,-122.27301999967312,lagerstroemia
22244,22245,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,metrosideros
22245,22246,3.0,6.0,0.0,Low,37.80505999961946,-122.27301999967312,lagerstroemia
22246,22247,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,liquidambar
22247,22248,2.0,6.0,0.0,Low,37.80505999961946,-122.27301999967312,metrosideros
22248,22249,2.0,6.0,0.0,Low,37.80505999961946,-122.27301999967312,metrosideros
22249,22250,2.0,6.0,0.0,Low,37.80505999961946,-122.27301999967312,metrosideros
22250,22251,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,malus
22251,22252,4.0,4.0,0.0,High,37.80505999961946,-122.27301999967312,platanus
22252,22253,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,liquidambar
22253,22254,4.0,6.0,0.0,Low,37.80505999961946,-122.27301999967312,pyrus
22254,22255,4.0,4.0,0.0,None,37.80505999961946,-122.27301999967312,acer
22255,22256,4.0,6.0,0.0,Low,37.80505999961946,-122.27301999967312,acer
22256,22257,4.0,6.0,0.0,Low,37.80505999961946,-122.27301999967312,acer
22257,22258,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,pyrus
22258,22259,4.0,6.0,0.0,None,37.80505999961946,-122.27301999967312,shrub
22259,22260,2.0,3.0,0.0,Low,37.80505999961946,-122.27301999967312,metrosideros
22260,22261,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,pyrus
22261,22262,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,ligustrum
22262,22263,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,acer
22263,22264,4.0,4.0,0.0,None,37.80505999961946,-122.27301999967312,acer
22264,22265,4.0,4.0,0.0,None,37.80505999961946,-122.27301999967312,shrub
22265,22266,4.0,6.0,0.0,High,37.80505999961946,-122.27301999967312,sapium
22266,22267,2.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,magnolia
22267,22268,2.0,3.0,0.0,Low,37.80505999961946,-122.27301999967312,metrosideros
22268,22269,4.0,9.0,0.0,Moderate,37.80505999961946,-122.27301999967312,platanus
22269,22270,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,lagerstroemia
22270,22271,3.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,tristaniopsis
22271,22272,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,prunus
22272,22273,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,cupressus
22273,22274,3.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,platanus
22274,22275,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,cinnamomum
22275,22276,2.0,3.0,0.0,Low,37.80505999961946,-122.27301999967312,lagerstroemia
22276,22277,0.0,0.0,5.5,None,37.80505999961946,-122.27301999967312,trachycarpus
22277,22278,3.0,5.0,0.0,None,37.80505999961946,-122.27301999967312,fraxinus
22278,22279,2.0,3.0,0.0,Low,37.80505999961946,-122.27301999967312,prunus
22279,22280,2.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,pyrus
22280,22281,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,trachycarpus
22281,22282,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,trachycarpus
22282,22283,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,cupressus
22283,22284,0.0,0.0,10.0,None,37.80505999961946,-122.27301999967312,melia
22284,22285,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,nyssa
22285,22286,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,cordyline
22286,22287,3.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,NaN
22287,22288,0.0,0.0,5.5,None,37.80505999961946,-122.27301999967312,magnolia
22288,22289,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,acacia
22289,22290,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,gleditsia
22290,22291,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,NaN
22291,22292,0.0,0.0,5.5,None,37.80505999961946,-122.27301999967312,prunus
22292,22293,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,jacaranda
22293,22294,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,NaN
22294,22295,0.0,0.0,5.5,None,37.80505999961946,-122.27301999967312,prunus
22295,22296,1.0,1.0,0.0,None,37.80505999961946,-122.27301999967312,pyrus
22296,22297,0.0,0.0,5.5,None,37.80505999961946,-122.27301999967312,magnolia
22297,22298,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,pinus
22298,22299,0.0,0.0,10.0,None,37.80505999961946,-122.27301999967312,platanus
22299,22300,3.0,5.0,0.0,Low,37.80505999961946,-122.27301999967312,prunus
22300,22301,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,jacaranda
22301,22302,0.0,0.0,0.0,None,37.80505999961946,-122.27301999967312,NaN
22302,22303,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,prunus
22303,22304,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,lagerstroemia
22304,22305,0.0,0.0,2.5,None,37.80505999961946,-122.27301999967312,lagerstroemia
22305,22306,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,ligustrum
22306,22307,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,cinnamomum
22307,22308,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,pistacia
22308,22309,0.0,0.0,5.5,None,37.80505999961946,-122.27301999967312,magnolia
22309,22310,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,cedrus
22310,22311,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,fraxinus
22311,22312,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,fraxinus
22312,22313,2.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,cercis
22313,22314,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,cercis
22314,22315,5.0,9.0,0.0,None,37.80505999961946,-122.27301999967312,liquidambar
22315,22316,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,eucalyptus
22316,22317,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,shrub
22317,22318,0.0,0.0,2.5,None,37.80505999961946,-122.27301999967312,cercis
22318,22319,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,jacaranda
22319,22320,0.0,0.0,5.5,None,37.80505999961946,-122.27301999967312,pyrus
22320,22321,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,gleditsia
22321,22322,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,melia
22322,22323,2.0,4.0,0.0,None,37.80505999961946,-122.27301999967312,cercis
22323,22324,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,prunus
22324,22325,3.0,2.0,0.0,None,37.80505999961946,-122.27301999967312,crataegus
22325,22326,2.0,2.0,0.0,None,37.80505999961946,-122.27301999967312,pyrus
22326,22327,0.0,0.0,5.5,None,37.80505999961946,-122.27301999967312,prunus
22327,22328,1.0,1.0,0.0,None,37.80505999961946,-122.27301999967312,stump
22328,22329,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,fraxinus
22329,22330,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,prunus
22330,22331,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,cordyline
22331,22332,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,liquidambar
22332,22333,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,ginkgo
22333,22334,2.5,3.0,0.0,Low,37.80505999961946,-122.27301999967312,shrub
22334,22335,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,podocarpus
22335,22336,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,tristaniopsis
22336,22337,0.0,0.0,2.5,None,37.80505999961946,-122.27301999967312,NaN
22337,22338,0.0,0.0,0.0,None,37.80505999961946,-122.27301999967312,magnolia
22338,22339,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,pyrus
22339,22340,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,pyrus
22340,22341,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,NaN
22341,22342,0.0,0.0,0.0,None,37.80505999961946,-122.27301999967312,tristaniopsis
22342,22343,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,prunus
22343,22344,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,morus
22344,22345,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,shrub
22345,22346,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,alnus
22346,22347,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,acer
22347,22348,0.0,0.0,0.0,None,37.80505999961946,-122.27301999967312,cordyline
22348,22349,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,magnolia
22349,22350,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,crataegus
22350,22351,0.0,0.0,5.5,None,37.80505999961946,-122.27301999967312,acer
22351,22352,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,fraxinus
22352,22353,5.0,9.0,0.0,None,37.80505999961946,-122.27301999967312,platanus
22353,22354,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,betula
22354,22355,3.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,pyrus
22355,22356,5.0,4.0,0.0,None,37.80505999961946,-122.27301999967312,cinnamomum
22356,22357,0.0,0.0,3.5,None,37.80505999961946,-122.27301999967312,acer
22357,22358,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,liquidambar
22358,22359,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,platanus
22359,22360,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,syzygium
22360,22361,0.0,0.0,3.5,None,37.80505999961946,-122.27301999967312,koelreuteria
22361,22362,0.0,0.0,5.5,None,37.80505999961946,-122.27301999967312,acer
22362,22363,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,fraxinus
22363,22364,4.0,4.0,0.0,None,37.80505999961946,-122.27301999967312,gleditsia
22364,22365,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,ceratonia
22365,22366,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,prunus
22366,22367,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,fraxinus
22367,22368,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,tristaniopsis
22368,22369,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,cinnamomum
22369,22370,2.5,3.0,0.0,None,37.80505999961946,-122.27301999967312,pyrus
22370,22371,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,shrub
22371,22372,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,shrub
22372,22373,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,cinnamomum
22373,22374,2.0,4.0,0.0,None,37.80505999961946,-122.27301999967312,lagerstroemia
22374,22375,2.0,3.0,0.0,Moderate,37.80505999961946,-122.27301999967312,prunus
22375,22376,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,jacaranda
22376,22377,0.0,0.0,5.5,None,37.80505999961946,-122.27301999967312,prunus
22377,22378,0.0,0.0,2.5,None,37.80505999961946,-122.27301999967312,prunus
22378,22379,0.0,0.0,2.5,None,37.80505999961946,-122.27301999967312,lagerstroemia
22379,22380,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,magnolia
22380,22381,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,fraxinus
22381,22382,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,prunus
22382,22383,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,jacaranda
22383,22384,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,maytenus
22384,22385,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,lagerstroemia
22385,22386,2.0,2.5,0.0,High,37.80505999961946,-122.27301999967312,fraxinus
22386,22387,2.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,prunus
22387,22388,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,magnolia
22388,22389,0.0,0.0,5.5,None,37.80505999961946,-122.27301999967312,magnolia
22389,22390,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,nerium
22390,22391,0.0,0.0,5.5,None,37.80505999961946,-122.27301999967312,magnolia
22391,22392,2.0,2.0,0.0,None,37.80505999961946,-122.27301999967312,crataegus
22392,22393,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,liquidambar
22393,22394,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,fraxinus
22394,22395,0.0,0.0,10.0,None,37.80505999961946,-122.27301999967312,ulmus
22395,22396,2.0,2.5,0.0,Low,37.80505999961946,-122.27301999967312,NaN
22396,22397,0.0,0.0,5.5,None,37.80505999961946,-122.27301999967312,prunus
22397,22398,3.0,2.5,0.0,High,37.80505999961946,-122.27301999967312,pyrus
22398,22399,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,magnolia
22399,22400,3.0,4.0,0.0,None,37.80505999961946,-122.27301999967312,NaN
22400,22401,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,cedrus
22401,22402,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,pittosporum
22402,22403,1.0,4.0,0.0,None,37.80505999961946,-122.27301999967312,prunus
22403,22404,0.0,0.0,4.5,None,37.80505999961946,-122.27301999967312,pittosporum
22404,22405,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,cinnamomum
22405,22406,0.0,0.0,2.5,None,37.80505999961946,-122.27301999967312,lagerstroemia
22406,22407,2.0,2.0,0.0,None,37.80505999961946,-122.27301999967312,fraxinus
22407,22408,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,ligustrum
22408,22409,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,jacaranda
22409,22410,2.5,2.0,0.0,Low,37.80505999961946,-122.27301999967312,NaN
22410,22411,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,pyrus
22411,22412,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,lagerstroemia
22412,22413,5.0,9.0,0.0,None,37.80505999961946,-122.27301999967312,platanus
22413,22414,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,pyrus
22414,22415,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,ceratonia
22415,22416,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,podocarpus
22416,22417,2.0,3.0,0.0,Low,37.80505999961946,-122.27301999967312,lagerstroemia
22417,22418,7.0,7.0,0.0,None,37.80505999961946,-122.27301999967312,platanus
22418,22419,0.0,0.0,2.5,None,37.80505999961946,-122.27301999967312,cinnamomum
22419,22420,0.0,0.0,0.0,None,37.80505999961946,-122.27301999967312,ceratonia
22420,22421,0.0,0.0,3.5,None,37.80505999961946,-122.27301999967312,acer
22421,22422,0.0,0.0,3.5,None,37.80505999961946,-122.27301999967312,pyrus
22422,22423,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,pyrus
22423,22424,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,pyrus
22424,22425,0.0,0.0,0.0,None,37.80505999961946,-122.27301999967312,shrub
22425,22426,1.0,4.0,0.0,None,37.80505999961946,-122.27301999967312,pyrus
22426,22427,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,prunus
22427,22428,0.0,0.0,2.5,None,37.80505999961946,-122.27301999967312,NaN
22428,22429,0.0,0.0,5.5,None,37.80505999961946,-122.27301999967312,shrub
22429,22430,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,pyrus
22430,22431,0.0,0.0,3.5,None,37.80505999961946,-122.27301999967312,koelreuteria
22431,22432,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,prunus
22432,22433,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,magnolia
22433,22434,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,jacaranda
22434,22435,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,cinnamomum
22435,22436,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,prunus
22436,22437,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,prunus
22437,22438,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,magnolia
22438,22439,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,lagerstroemia
22439,22440,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,prunus
22440,22441,2.0,4.0,0.0,None,37.80505999961946,-122.27301999967312,cercis
22441,22442,3.0,2.0,0.0,None,37.80505999961946,-122.27301999967312,prunus
22442,22443,2.0,5.5,0.0,None,37.80505999961946,-122.27301999967312,lagerstroemia
22443,22444,0.0,0.0,3.5,None,37.80505999961946,-122.27301999967312,platanus
22444,22445,2.0,2.0,0.0,None,37.80505999961946,-122.27301999967312,prunus
22445,22446,3.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,pyrus
22446,22447,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,prunus
22447,22448,0.0,0.0,1.0,None,37.80505999961946,-122.27301999967312,prunus
22448,22449,0.0,0.0,5.5,None,37.80505999961946,-122.27301999967312,acer
22449,22450,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,pinus
22450,22451,0.0,0.0,0.0,None,37.80505999961946,-122.27301999967312,stump
22451,22452,0.0,0.0,5.0,None,37.80505999961946,-122.27301999967312,ceratonia
22452,22453,2.0,2.0,0.0,None,37.80505999961946,-122.27301999967312,jacaranda
22453,22454,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,liquidambar
22454,22455,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,callistemon
22455,22456,2.0,2.0,0.0,None,37.80505999961946,-122.27301999967312,pyrus
22456,22457,2.0,2.0,0.0,None,37.80505999961946,-122.27301999967312,pyrus
22457,22458,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,fraxinus
22458,22459,0.0,0.0,5.5,None,37.80505999961946,-122.27301999967312,platanus
22459,22460,5.0,7.0,0.0,None,37.80505999961946,-122.27301999967312,platanus
22460,22461,3.0,4.0,0.0,None,37.80505999961946,-122.27301999967312,schinus
22461,22462,0.0,0.0,7.0,None,37.80505999961946,-122.27301999967312,platanus
22462,22463,0.0,0.0,5.5,None,37.80505999961946,-122.27301999967312,cupressus
22463,22464,3.0,5.5,0.0,None,37.80505999961946,-122.27301999967312,lagerstroemia
22464,22465,2.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,ligustrum
22465,22466,0.0,0.0,6.0,None,37.80505999961946,-122.27301999967312,liquidambar
22466,22467,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,pyrus
22467,22468,4.0,4.0,0.0,None,37.80505999961946,-122.27301999967312,jacaranda
22468,22469,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,callistemon
22469,22470,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,ulmus
22470,22471,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,crataegus
22471,22472,0.0,0.0,2.0,None,37.80505999961946,-122.27301999967312,fraxinus
22472,22473,3.0,3.0,0.0,None,37.80505999961946,-122.27301999967312,cercis
22473,22474,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,melaleuca
22474,22475,3.0,5.0,0.0,None,37.80505999961946,-122.27301999967312,cinnamomum
22475,22476,4.0,8.0,0.0,None,37.80505999961946,-122.27301999967312,platanus
22476,22477,0.0,0.0,4.0,None,37.80505999961946,-122.27301999967312,liquidambar
22477,22478,0.0,0.0,1.5,None,37.80505999961946,-122.27301999967312,lagerstroemia
22478,22479,0.0,0.0,3.0,None,37.80505999961946,-122.27301999967312,pyrus
